name,cam,type,success,open,input_faces,control_faces,output_faces,case_1,case_2,case_3,case_4,case_5,runtime,wso
bishop_open,212,multi,True,True,7480,968,3538,0,0,1,4,0,0.917,1
bishop_open,220,multi,True,True,7480,968,4380,0,0,2,8,0,1.456,1
bishop_open,221,multi,True,True,29920,968,6207,0,0,2,4,0,3.423,2
bishop_open,222,multi,True,True,7480,968,4302,0,0,4,8,0,1.446,1
pig_quad_controlmesh,000,multi,True,False,3048,381,3753,0,0,0,2,0,1.155,1
pig_quad_controlmesh,001,multi,True,False,3048,381,4140,0,0,0,0,1,1.02,1
pig_quad_controlmesh,002,multi,True,False,3048,381,3943,0,0,1,2,0,1.07,1
pig_quad_controlmesh,010,multi,True,False,3048,381,3585,0,0,1,0,0,1.035,1
pig_quad_controlmesh,011,multi,True,False,3048,381,3805,0,0,0,0,0,1.137,1
pig_quad_controlmesh,012,multi,True,False,3048,381,3798,0,0,3,0,0,1.086,1
pig_quad_controlmesh,020,multi,True,False,3048,381,3934,0,0,0,4,0,1.096,1
pig_quad_controlmesh,021,multi,True,False,3048,381,3811,0,0,0,6,0,1.073,1
pig_quad_controlmesh,022,multi,True,False,3048,381,3839,0,0,0,2,0,1.167,1
pig_quad_controlmesh,100,multi,True,False,3048,381,4143,0,0,0,0,0,1.145,1
pig_quad_controlmesh,101,multi,True,False,12192,381,8111,0,0,2,4,0,3.273,2
pig_quad_controlmesh,102,multi,True,False,3048,381,3968,0,0,2,0,0,1.009,1
pig_quad_controlmesh,110,multi,True,False,12192,381,6127,0,0,0,0,0,2.754,2
pig_quad_controlmesh,112,multi,True,False,3048,381,3672,0,0,0,4,0,0.915,1
pig_quad_controlmesh,120,multi,True,False,3048,381,3895,0,0,0,0,0,0.984,1
pig_quad_controlmesh,121,multi,True,False,3048,381,3690,0,0,0,4,0,1.086,1
pig_quad_controlmesh,122,multi,True,False,3048,381,3276,4,0,0,0,0,1.081,1
pig_quad_controlmesh,200,multi,True,False,3048,381,4005,0,0,0,0,0,1.067,1
pig_quad_controlmesh,201,multi,True,False,3048,381,4161,0,0,0,0,1,1.018,1
pig_quad_controlmesh,202,multi,True,False,3048,381,4162,0,0,0,2,0,1.084,1
pig_quad_controlmesh,210,multi,True,False,3048,381,3721,0,0,2,0,0,1.097,1
pig_quad_controlmesh,211,multi,True,False,3048,381,3773,0,0,0,4,1,1.08,1
pig_quad_controlmesh,212,multi,True,False,3048,381,3781,0,0,2,0,0,1.057,1
pig_quad_controlmesh,220,multi,True,False,3048,381,3897,0,0,0,4,0,1.086,1
pig_quad_controlmesh,221,multi,True,False,12192,381,7251,0,0,2,0,0,2.552,2
pig_quad_controlmesh,222,multi,True,False,3048,381,3911,0,0,0,2,0,1.094,1
bob_controlmesh,000,multi,True,False,2672,334,4069,0,0,0,0,0,0.423,1
bob_controlmesh,001,multi,True,False,2672,334,3759,0,0,0,0,0,0.428,1
bob_controlmesh,002,multi,True,False,2672,334,4113,0,0,0,0,0,0.403,1
bob_controlmesh,010,multi,True,False,2672,334,3358,0,0,0,0,0,0.417,1
bob_controlmesh,011,multi,True,False,2672,334,3579,0,0,0,0,0,0.465,1
bob_controlmesh,012,multi,True,False,2672,334,3430,0,0,0,0,0,0.419,1
bob_controlmesh,020,multi,True,False,2672,334,4037,0,0,0,0,0,0.433,1
bob_controlmesh,021,multi,True,False,2672,334,3902,0,0,0,0,0,0.393,1
bob_controlmesh,022,multi,True,False,2672,334,3752,0,0,0,0,0,0.414,1
bob_controlmesh,100,multi,True,False,10688,334,7504,0,0,2,0,0,1.426,2
bob_controlmesh,101,multi,True,False,2672,334,3884,0,0,0,0,0,0.37,1
bob_controlmesh,102,multi,True,False,2672,334,3776,0,0,0,0,0,0.441,1
bob_controlmesh,110,multi,True,False,2672,334,3320,0,0,0,0,0,0.431,1
bob_controlmesh,112,multi,True,False,2672,334,3330,0,0,0,0,0,0.453,1
bob_controlmesh,120,multi,True,False,2672,334,3922,0,0,0,0,0,0.404,1
bob_controlmesh,121,multi,True,False,2672,334,3580,0,0,0,4,0,0.45,1
bob_controlmesh,122,multi,True,False,2672,334,4001,0,0,0,0,0,0.429,1
bob_controlmesh,200,multi,True,False,2672,334,4159,0,0,0,0,0,0.414,1
bob_controlmesh,201,multi,True,False,2672,334,4052,0,0,0,0,0,0.464,1
bob_controlmesh,202,multi,True,False,2672,334,3855,0,0,0,0,0,0.459,1
bob_controlmesh,210,multi,True,False,2672,334,3430,0,0,0,0,0,0.412,1
bob_controlmesh,211,multi,True,False,2672,334,3581,0,0,0,0,0,0.42,1
bob_controlmesh,212,multi,True,False,2672,334,3450,0,0,0,0,0,0.416,1
bob_controlmesh,220,multi,True,False,2672,334,4021,0,0,0,0,0,0.423,1
bob_controlmesh,221,multi,True,False,2672,334,4010,0,0,0,0,0,0.394,1
bob_controlmesh,222,multi,True,False,2672,334,3754,0,0,0,0,0,0.43,1
bob_quad,000,multi,True,False,42752,5344,11552,0,0,0,0,0,2.122,1
bob_quad,001,multi,True,False,42752,5344,11069,0,0,0,0,0,2.034,1
bob_quad,002,multi,True,False,42752,5344,11687,0,0,0,0,0,2.276,1
bob_quad,010,multi,True,False,42752,5344,9700,0,0,0,2,0,1.998,1
bob_quad,011,multi,True,False,42752,5344,10150,0,0,0,0,0,1.969,1
bob_quad,012,multi,True,False,42752,5344,9805,0,0,0,0,0,2.019,1
bob_quad,020,multi,True,False,42752,5344,11196,0,0,0,0,0,2.179,1
bob_quad,021,multi,True,False,42752,5344,10873,0,0,0,0,0,1.964,1
bob_quad,022,multi,True,False,42752,5344,10470,0,0,0,0,0,1.933,1
bob_quad,100,multi,True,False,42752,5344,11630,0,0,0,0,0,2.052,1
bob_quad,101,multi,True,False,42752,5344,11190,0,0,0,0,0,1.908,1
bob_quad,102,multi,True,False,42752,5344,10791,0,0,0,0,0,2.094,1
bob_quad,110,multi,True,False,42752,5344,9238,0,0,0,0,0,2.097,1
bob_quad,112,multi,True,False,42752,5344,9829,0,0,1,4,0,2.317,1
bob_quad,120,multi,True,False,42752,5344,11316,0,0,0,0,0,2.076,1
bob_quad,121,multi,True,False,42752,5344,11672,0,0,0,4,0,1.944,1
bob_quad,122,multi,True,False,42752,5344,11280,0,0,0,0,0,2.173,1
bob_quad,200,multi,True,False,42752,5344,11278,0,0,0,0,0,2.052,1
bob_quad,201,multi,True,False,42752,5344,11309,0,0,0,0,0,2.045,1
bob_quad,202,multi,True,False,42752,5344,11351,0,0,0,0,0,2.091,1
bob_quad,210,multi,True,False,42752,5344,9463,0,0,0,2,0,1.968,1
bob_quad,211,multi,True,False,42752,5344,10986,0,0,0,0,0,2.006,1
bob_quad,212,multi,True,False,42752,5344,9909,0,0,0,0,0,2.086,1
bob_quad,220,multi,True,False,42752,5344,11336,0,0,0,0,0,2.157,1
bob_quad,221,multi,True,False,42752,5344,10577,0,0,0,0,0,2.023,1
bob_quad,222,multi,True,False,42752,5344,10520,0,0,0,0,0,2.109,1
blub_quadrangulated,000,multi,True,False,56832,7104,10593,0,0,0,0,0,2.366,1
blub_quadrangulated,001,multi,True,False,56832,7104,11626,0,0,0,0,0,2.664,1
blub_quadrangulated,002,multi,True,False,56832,7104,11432,0,0,0,0,0,2.811,1
blub_quadrangulated,010,multi,True,False,56832,7104,9738,0,0,0,0,0,2.293,1
blub_quadrangulated,011,multi,True,False,56832,7104,10814,0,0,0,0,0,2.365,1
blub_quadrangulated,012,multi,True,False,56832,7104,11673,0,0,0,0,0,2.734,1
blub_quadrangulated,020,multi,True,False,56832,7104,9923,0,0,0,0,0,2.306,1
blub_quadrangulated,021,multi,True,False,56832,7104,11130,0,0,0,0,0,2.483,1
blub_quadrangulated,022,multi,True,False,56832,7104,10987,0,0,0,0,0,2.396,1
blub_quadrangulated,100,multi,True,False,56832,7104,9914,0,0,0,0,0,2.448,1
blub_quadrangulated,101,multi,True,False,56832,7104,9738,0,0,0,0,0,2.465,1
blub_quadrangulated,102,multi,True,False,56832,7104,8962,0,0,0,0,0,2.362,1
blub_quadrangulated,110,multi,True,False,56832,7104,9128,0,0,0,0,0,2.642,1
blub_quadrangulated,112,multi,True,False,56832,7104,7546,0,0,0,0,0,2.353,1
blub_quadrangulated,120,multi,True,False,56832,7104,9270,0,0,0,0,0,2.666,1
blub_quadrangulated,121,multi,True,False,56832,7104,10294,0,0,0,0,0,2.327,1
blub_quadrangulated,122,multi,True,False,56832,7104,9280,0,0,0,0,0,2.681,1
blub_quadrangulated,200,multi,True,False,56832,7104,10251,0,0,0,0,0,2.436,1
blub_quadrangulated,201,multi,True,False,56832,7104,11954,0,0,0,0,0,2.626,1
blub_quadrangulated,202,multi,True,False,56832,7104,11158,0,0,0,0,0,2.814,1
blub_quadrangulated,210,multi,True,False,56832,7104,9860,0,0,0,0,0,2.502,1
blub_quadrangulated,211,multi,True,False,56832,7104,12020,0,0,0,0,0,2.267,1
blub_quadrangulated,212,multi,True,False,56832,7104,11780,0,0,0,0,0,2.851,1
blub_quadrangulated,220,multi,True,False,56832,7104,10106,0,0,0,0,0,2.29,1
blub_quadrangulated,221,multi,True,False,56832,7104,10786,0,0,0,0,0,2.517,1
blub_quadrangulated,222,multi,True,False,56832,7104,11097,0,0,0,0,0,2.407,1
spot_quadrangulated,000,multi,True,False,23424,2928,9556,0,0,0,0,0,1.933,1
spot_quadrangulated,001,multi,True,False,23424,2928,9637,0,0,0,0,0,1.934,1
spot_quadrangulated,002,multi,True,False,23424,2928,8983,0,0,0,0,0,1.674,1
spot_quadrangulated,010,multi,True,False,23424,2928,9344,0,0,0,2,0,2.224,1
spot_quadrangulated,011,multi,True,False,23424,2928,8527,0,0,0,2,0,1.852,1
spot_quadrangulated,012,multi,True,False,23424,2928,9325,0,0,0,0,0,1.901,1
spot_quadrangulated,020,multi,True,False,23424,2928,8724,0,0,0,0,0,2.006,1
spot_quadrangulated,021,multi,True,False,23424,2928,9298,0,0,0,0,0,1.787,1
spot_quadrangulated,022,multi,True,False,23424,2928,9278,0,0,0,0,0,1.967,1
spot_quadrangulated,100,multi,True,False,23424,2928,8086,0,0,2,0,0,1.833,1
spot_quadrangulated,101,multi,True,False,23424,2928,7896,0,0,0,0,0,1.655,1
spot_quadrangulated,102,multi,True,False,23424,2928,8386,0,0,1,0,0,1.7,1
spot_quadrangulated,110,multi,True,False,23424,2928,8236,0,0,2,0,0,2.1,1
spot_quadrangulated,112,multi,True,False,23424,2928,8109,0,0,2,0,0,1.971,1
spot_quadrangulated,120,multi,True,False,23424,2928,7970,0,0,0,0,0,1.891,1
spot_quadrangulated,121,multi,True,False,23424,2928,8422,0,0,2,12,0,1.793,1
spot_quadrangulated,122,multi,True,False,23424,2928,8814,0,0,0,0,0,1.752,1
spot_quadrangulated,200,multi,True,False,23424,2928,9328,0,0,0,0,0,1.963,1
spot_quadrangulated,201,multi,True,False,23424,2928,9207,0,0,0,0,0,1.924,1
spot_quadrangulated,202,multi,True,False,23424,2928,9104,0,0,0,0,0,1.683,1
spot_quadrangulated,210,multi,True,False,23424,2928,9658,0,0,0,2,0,2.212,1
spot_quadrangulated,211,multi,True,False,23424,2928,8447,0,0,0,2,0,1.766,1
spot_quadrangulated,212,multi,True,False,23424,2928,9108,0,0,0,0,0,1.806,1
spot_quadrangulated,220,multi,True,False,23424,2928,8952,0,0,1,0,0,1.967,1
spot_quadrangulated,221,multi,True,False,23424,2928,8731,0,0,0,0,0,1.818,1
spot_quadrangulated,222,multi,True,False,23424,2928,9064,0,0,0,0,0,1.848,1
blub_control_mesh,000,multi,True,False,888,112,1786,0,0,0,0,0,0.309,1
blub_control_mesh,001,multi,True,False,888,112,1859,0,0,0,0,0,0.302,1
blub_control_mesh,002,multi,True,False,888,112,1736,0,0,0,0,0,0.362,1
blub_control_mesh,010,multi,True,False,888,112,1812,0,0,0,0,0,0.254,1
blub_control_mesh,011,multi,True,False,888,112,1799,0,0,0,0,0,0.298,1
blub_control_mesh,012,multi,True,False,3552,112,4471,0,0,0,0,0,0.886,2
blub_control_mesh,020,multi,True,False,888,112,1587,0,0,0,0,0,0.343,1
blub_control_mesh,021,multi,True,False,888,112,1800,0,0,0,0,0,0.344,1
blub_control_mesh,022,multi,True,False,888,112,2004,0,0,0,0,0,0.356,1
blub_control_mesh,100,multi,True,False,888,112,1614,0,0,0,0,0,0.297,1
blub_control_mesh,101,multi,True,False,888,112,1700,0,0,0,0,0,0.229,1
blub_control_mesh,102,multi,True,False,888,112,1782,0,0,0,0,0,0.287,1
blub_control_mesh,110,multi,True,False,888,112,1684,0,0,1,0,0,0.299,1
blub_control_mesh,112,multi,True,False,888,112,1488,0,0,0,0,0,0.322,1
blub_control_mesh,120,multi,True,False,3552,112,3557,0,0,0,0,0,0.872,2
blub_control_mesh,121,multi,True,False,888,112,1974,0,0,0,0,0,0.269,1
blub_control_mesh,122,multi,True,False,888,112,1774,0,0,0,0,0,0.314,1
blub_control_mesh,200,multi,True,False,888,112,1844,0,0,0,0,0,0.33,1
blub_control_mesh,201,multi,True,False,888,112,1835,0,0,0,0,0,0.31,1
blub_control_mesh,202,multi,True,False,888,112,1985,0,0,0,0,0,0.361,1
blub_control_mesh,210,multi,True,False,888,112,1807,0,0,0,0,0,0.279,1
blub_control_mesh,211,multi,True,False,888,112,1825,0,0,0,0,0,0.283,1
blub_control_mesh,212,multi,True,False,888,112,1813,0,0,0,0,0,0.285,1
blub_control_mesh,220,multi,True,False,888,112,1524,0,0,0,0,0,0.311,1
blub_control_mesh,221,multi,True,False,888,112,1748,0,0,0,0,0,0.318,1
blub_control_mesh,222,multi,True,False,888,112,1903,0,0,0,0,0,0.278,1
spot_control_mesh,000,multi,True,False,1464,180,2918,0,0,1,0,0,0.564,1
spot_control_mesh,001,multi,True,False,1464,180,2688,0,0,0,0,0,0.547,1
spot_control_mesh,002,multi,True,False,1464,180,2431,0,0,0,0,0,0.437,1
spot_control_mesh,010,multi,True,False,5856,180,5288,0,0,0,2,0,1.507,2
spot_control_mesh,011,multi,True,False,1464,180,2261,0,0,0,0,0,0.455,1
spot_control_mesh,012,multi,True,False,1464,180,2464,0,0,0,0,0,0.512,1
spot_control_mesh,020,multi,True,False,1464,180,2540,0,0,0,0,0,0.558,1
spot_control_mesh,021,multi,True,False,1464,180,2731,0,0,0,0,0,0.444,1
spot_control_mesh,022,multi,True,False,1464,180,2524,0,0,0,2,0,0.508,1
spot_control_mesh,100,multi,True,False,1464,180,2537,0,0,0,0,0,0.502,1
spot_control_mesh,101,multi,True,False,1464,180,2535,0,0,0,0,0,0.541,1
spot_control_mesh,102,multi,True,False,1464,180,2404,0,0,0,0,0,0.473,1
spot_control_mesh,110,multi,True,False,1464,180,2565,0,0,2,0,0,0.515,1
spot_control_mesh,112,multi,True,False,1464,180,2278,0,0,2,0,0,0.522,1
spot_control_mesh,120,multi,True,False,1464,180,2522,0,0,2,0,0,0.445,1
spot_control_mesh,121,multi,True,False,1464,180,2627,0,0,0,4,0,0.456,1
spot_control_mesh,122,multi,True,False,1464,180,2565,0,0,0,0,0,0.456,1
spot_control_mesh,200,multi,True,False,1464,180,2763,0,0,0,0,0,0.53,1
spot_control_mesh,201,multi,True,False,1464,180,2631,0,0,0,0,0,0.524,1
spot_control_mesh,202,multi,True,False,1464,180,2451,0,0,0,0,0,0.429,1
spot_control_mesh,210,multi,True,False,1464,180,2698,0,0,0,4,0,0.562,1
spot_control_mesh,211,multi,True,False,1464,180,2327,0,0,0,0,0,0.407,1
spot_control_mesh,212,multi,True,False,1464,180,2342,0,0,0,0,0,0.499,1
spot_control_mesh,220,multi,True,False,1464,180,2437,0,0,0,0,0,0.502,1
spot_control_mesh,221,multi,True,False,1464,180,2565,0,0,0,0,0,0.454,1
spot_control_mesh,222,multi,True,False,1464,180,2749,0,0,0,2,0,0.551,1
fertility,000,multi,True,False,26856,3357,16784,0,0,1,0,0,8.417,1
fertility,001,multi,True,False,26856,3357,16159,0,0,1,5,0,10.387,1
fertility,002,multi,True,False,26856,3357,16849,0,0,0,0,0,7.781,1
fertility,010,multi,True,False,26856,3357,18269,0,0,1,0,0,5.521,1
fertility,011,multi,True,False,26856,3357,16774,0,0,1,0,0,7.599,1
fertility,012,multi,True,False,26856,3357,18676,0,0,1,0,0,7.081,1
fertility,020,multi,True,False,26856,3357,18587,0,0,0,0,0,7.525,1
fertility,021,multi,True,False,26856,3357,19366,0,0,0,0,0,7.949,1
fertility,022,multi,True,False,26856,3357,18898,0,0,0,0,0,6.858,1
fertility,100,multi,True,False,26856,3357,18911,0,0,0,0,0,6.176,1
fertility,101,multi,True,False,26856,3357,21308,0,0,0,0,0,5.227,1
fertility,102,multi,True,False,26856,3357,21381,0,0,0,0,0,6.681,1
fertility,110,multi,True,False,26856,3357,17643,0,0,1,0,0,5.351,1
fertility,112,multi,True,False,26856,3357,18085,0,0,0,0,0,6.607,1
fertility,120,multi,True,False,26856,3357,18794,0,0,0,0,0,6.019,1
fertility,121,multi,True,False,429696,3357,34332,0,0,0,2,0,91.47,3
fertility,122,multi,True,False,26856,3357,18352,0,0,2,0,0,6.301,1
fertility,200,multi,True,False,26856,3357,18839,0,0,0,0,0,7.41,1
fertility,201,multi,True,False,26856,3357,19643,0,0,0,0,0,6.472,1
fertility,202,multi,True,False,26856,3357,18241,0,0,0,0,0,6.413,1
fertility,210,multi,True,False,26856,3357,15312,0,0,0,0,0,7.405,1
fertility,211,multi,True,False,26856,3357,13490,0,0,1,4,0,7.102,1
fertility,212,multi,True,False,26856,3357,14486,0,0,0,0,0,6.59,1
fertility,220,multi,True,False,26856,3357,14788,0,0,1,0,0,7.815,1
fertility,221,multi,True,False,26856,3357,15341,0,0,1,2,0,9.703,1
fertility,222,multi,True,False,26856,3357,16879,0,0,1,2,0,7.173,1
bigguy,000,multi,True,False,11600,1450,12661,0,0,1,2,0,3.343,1
bigguy,001,multi,True,False,11600,1450,12183,0,0,5,2,0,4.036,1
bigguy,002,multi,True,False,11600,1450,12415,0,0,2,8,0,3.668,1
bigguy,010,multi,True,False,11600,1450,11646,0,0,1,4,0,2.647,1
bigguy,011,multi,True,False,11600,1450,12109,0,0,0,2,0,2.678,1
bigguy,012,multi,True,False,11600,1450,12513,0,0,2,2,0,2.688,1
bigguy,020,multi,True,False,11600,1450,11028,0,0,0,2,1,3.0,1
bigguy,021,multi,True,False,46400,1450,20084,0,0,1,0,0,8.606,2
bigguy,022,multi,True,False,11600,1450,12349,0,0,5,4,1,3.129,1
bigguy,100,multi,True,False,11600,1450,13193,0,0,2,4,0,3.618,1
bigguy,101,multi,True,False,11600,1450,13147,0,0,1,6,0,4.129,1
bigguy,102,multi,True,False,11600,1450,12646,0,0,2,8,1,3.27,1
bigguy,110,multi,True,False,11600,1450,11670,0,0,1,6,0,2.753,1
bigguy,112,multi,True,False,11600,1450,12506,0,0,4,4,1,2.632,1
bigguy,120,multi,True,False,11600,1450,10257,0,0,1,0,0,2.249,1
bigguy,121,multi,True,False,46400,1450,20737,0,0,3,8,0,8.927,2
bigguy,122,multi,True,False,11600,1450,12217,0,0,7,2,0,2.853,1
bigguy,200,multi,True,False,11600,1450,12392,0,0,0,4,0,3.009,1
bigguy,201,multi,True,False,11600,1450,11642,0,0,2,2,0,3.326,1
bigguy,202,multi,True,False,11600,1450,11966,0,0,0,4,0,2.75,1
bigguy,210,multi,True,False,11600,1450,11350,1,0,2,4,1,2.73,1
bigguy,211,multi,True,False,11600,1450,10843,0,1,2,2,1,2.575,1
bigguy,212,multi,True,False,11600,1450,12042,0,0,1,0,0,2.503,1
bigguy,220,multi,True,False,11600,1450,10114,0,0,1,0,0,2.874,1
bigguy,221,multi,True,False,11600,1450,10048,0,0,4,4,0,2.908,1
bigguy,222,multi,True,False,11600,1450,12206,0,0,1,6,0,2.734,1
monsterfrog,000,multi,True,False,10336,1292,9293,0,0,0,0,0,3.199,1
monsterfrog,001,multi,True,False,10336,1292,10083,0,0,0,0,0,3.421,1
monsterfrog,002,multi,True,False,10336,1292,10598,0,0,0,0,0,3.394,1
monsterfrog,010,multi,True,False,10336,1292,8816,0,0,3,4,1,3.469,1
monsterfrog,011,multi,True,False,10336,1292,9441,0,0,0,0,0,2.914,1
monsterfrog,012,multi,True,False,10336,1292,10191,0,0,2,4,0,3.453,1
monsterfrog,020,multi,True,False,10336,1292,8336,0,0,4,4,0,3.853,1
monsterfrog,021,multi,True,False,41344,1292,15411,0,0,2,4,0,8.306,2
monsterfrog,022,multi,True,False,10336,1292,9612,0,0,1,2,0,3.003,1
monsterfrog,100,multi,True,False,10336,1292,9163,0,1,1,2,0,3.51,1
monsterfrog,101,multi,True,False,10336,1292,10463,0,0,2,4,0,2.749,1
monsterfrog,102,multi,True,False,10336,1292,10473,0,0,2,2,0,4.201,1
monsterfrog,110,multi,True,False,41344,1292,12373,0,0,1,10,0,13.584,2
monsterfrog,112,multi,True,False,165376,1292,23963,0,2,3,6,0,24.83,3
monsterfrog,120,multi,True,False,10336,1292,8263,1,0,8,2,0,4.037,1
monsterfrog,121,multi,True,False,10336,1292,8358,0,0,2,2,0,3.273,1
monsterfrog,122,multi,True,False,10336,1292,9677,0,0,0,4,1,2.829,1
monsterfrog,200,multi,True,False,10336,1292,9431,0,0,0,0,0,3.158,1
monsterfrog,201,multi,True,False,10336,1292,10005,0,0,0,2,0,3.612,1
monsterfrog,202,multi,True,False,10336,1292,10367,0,0,1,0,0,3.708,1
monsterfrog,210,multi,True,False,10336,1292,8728,0,0,5,8,1,3.5,1
monsterfrog,211,multi,True,False,10336,1292,9660,0,0,0,0,0,2.855,1
monsterfrog,212,multi,True,False,10336,1292,9945,0,0,1,6,0,3.411,1
monsterfrog,220,multi,True,False,10336,1292,8534,0,0,3,2,0,3.694,1
monsterfrog,221,multi,True,False,41344,1292,15210,0,0,1,6,0,8.208,2
monsterfrog,222,multi,True,False,10336,1292,8890,2,0,2,4,0,3.329,1
toad_small,000,multi,True,True,10480,1310,6832,0,0,1,6,0,1.607,1
toad_small,001,multi,True,True,41920,1310,11629,0,1,2,2,0,4.121,2
toad_small,002,multi,True,True,10480,1310,7975,0,0,2,6,0,1.584,1
toad_small,010,multi,True,True,10480,1310,8829,0,0,2,4,0,1.542,1
toad_small,011,multi,True,True,10480,1310,9322,0,0,1,14,0,1.552,1
toad_small,012,multi,True,True,10480,1310,10460,2,0,3,13,2,1.853,1
toad_small,020,multi,True,True,10480,1310,10361,0,0,1,6,0,1.772,1
toad_small,021,multi,True,True,41920,1310,19717,0,0,0,11,0,5.527,2
toad_small,022,multi,True,True,10480,1310,12246,0,0,2,6,1,1.702,1
toad_small,100,multi,True,True,10480,1310,7014,0,0,0,4,0,1.37,1
toad_small,101,multi,True,True,10480,1310,5573,0,0,0,6,0,1.568,1
toad_small,102,multi,True,True,41920,1310,17510,0,0,2,4,1,5.426,2
toad_small,110,multi,True,True,10480,1310,11419,0,0,0,2,0,1.557,1
toad_small,112,multi,True,True,10480,1310,11014,0,0,2,3,1,1.706,1
toad_small,120,multi,True,True,10480,1310,12184,0,0,0,1,0,1.538,1
toad_small,121,multi,True,True,41920,1310,23753,0,1,3,12,0,6.928,2
toad_small,122,multi,True,True,10480,1310,12745,0,0,4,10,0,2.157,1
toad_small,200,multi,True,True,41920,1310,12720,0,0,1,0,0,4.421,2
toad_small,201,multi,True,True,41920,1310,11810,0,1,1,6,0,4.103,2
toad_small,202,multi,True,True,41920,1310,15618,0,0,1,0,0,4.73,2
toad_small,210,multi,True,True,10480,1310,8981,2,0,1,2,0,1.72,1
toad_small,211,multi,True,True,10480,1310,9394,0,0,1,17,0,1.484,1
toad_small,212,multi,True,True,10480,1310,10972,0,0,1,4,0,1.699,1
toad_small,220,multi,True,True,10480,1310,10315,0,0,1,2,0,1.733,1
toad_small,221,multi,True,True,10480,1310,11107,0,0,3,6,0,1.874,1
toad_small,222,multi,True,True,10480,1310,12369,0,0,2,2,0,1.75,1
ogre_controlmesh,000,multi,True,False,10540,1308,7214,0,0,6,2,0,2.381,1
ogre_controlmesh,001,multi,True,False,42160,1308,13172,0,0,6,14,0,8.475,2
ogre_controlmesh,002,multi,True,False,10540,1308,8104,0,0,1,0,1,3.126,1
ogre_controlmesh,010,multi,True,False,10540,1308,7760,0,0,4,8,0,2.6,1
ogre_controlmesh,011,multi,True,False,10540,1308,7511,4,0,2,16,0,2.739,1
ogre_controlmesh,012,multi,True,False,42160,1308,13949,0,0,1,0,0,10.277,2
ogre_controlmesh,020,multi,True,False,10540,1308,7910,0,0,6,0,0,2.92,1
ogre_controlmesh,021,multi,True,False,10540,1308,8399,0,0,2,7,0,3.021,1
ogre_controlmesh,022,multi,True,False,10540,1308,9128,0,1,4,4,0,3.293,1
ogre_controlmesh,100,multi,True,False,674560,1308,32014,0,0,0,0,0,35.467,4
ogre_controlmesh,101,multi,True,False,42160,1308,11060,0,0,1,8,0,6.854,2
ogre_controlmesh,102,multi,True,False,10540,1308,8286,0,0,0,0,0,3.421,1
ogre_controlmesh,110,multi,True,False,10540,1308,6356,0,0,4,8,0,2.267,1
ogre_controlmesh,112,multi,True,False,10540,1308,8873,0,0,2,0,0,4.318,1
ogre_controlmesh,120,multi,True,False,10540,1308,7131,0,0,0,4,0,2.809,1
ogre_controlmesh,121,multi,True,False,42160,1308,14833,0,0,2,0,0,14.573,2
ogre_controlmesh,122,multi,True,False,42160,1308,15851,0,1,0,4,0,14.821,2
ogre_controlmesh,200,multi,True,False,10540,1308,7220,0,0,4,4,0,2.341,1
ogre_controlmesh,201,multi,True,False,10540,1308,7928,0,0,4,10,2,2.934,1
ogre_controlmesh,202,multi,True,False,10540,1308,7961,2,0,1,0,0,3.406,1
ogre_controlmesh,210,multi,True,False,42160,1308,13244,0,0,3,4,0,7.544,2
ogre_controlmesh,211,multi,True,False,10540,1308,7957,0,0,2,10,0,2.638,1
ogre_controlmesh,212,multi,True,False,10540,1308,8424,0,0,2,6,0,3.417,1
ogre_controlmesh,220,multi,True,False,10540,1308,8016,0,0,6,2,0,3.192,1
ogre_controlmesh,221,multi,True,False,42160,1308,13414,0,0,0,6,0,9.939,2
ogre_controlmesh,222,multi,True,False,10540,1308,9045,0,0,3,6,0,3.253,1
car,000,multi,True,True,50400,1575,23721,0,0,0,4,0,11.952,2
car,001,multi,True,True,12600,1575,13923,1,0,1,4,1,4.095,1
car,002,multi,True,True,12600,1575,13063,0,0,2,21,1,4.403,1
car,010,multi,True,True,12600,1575,13763,0,0,1,12,0,4.475,1
car,011,multi,True,True,50400,1575,21036,0,0,1,4,0,14.637,2
car,012,multi,True,True,12600,1575,12694,1,0,2,4,1,4.398,1
car,020,multi,True,True,12600,1575,14896,0,0,3,8,0,4.417,1
car,021,multi,True,True,12600,1575,14172,4,0,1,2,0,4.299,1
car,022,multi,True,True,12600,1575,14556,0,0,2,10,0,3.94,1
car,100,multi,True,True,12600,1575,12359,0,0,2,8,2,3.71,1
car,101,multi,True,True,12600,1575,13871,0,0,6,10,0,3.887,1
car,102,multi,True,True,12600,1575,12353,1,0,7,5,0,3.925,1
car,110,multi,True,True,50400,1575,20299,0,0,0,12,1,12.875,2
car,112,multi,True,True,50400,1575,19635,0,0,3,14,0,10.704,2
car,120,multi,True,True,50400,1575,23425,0,0,2,4,0,11.574,2
car,121,multi,True,True,12600,1575,14492,0,0,2,4,0,4.172,1
car,122,multi,True,True,12600,1575,13251,0,0,0,4,0,3.554,1
car,200,multi,True,True,50400,1575,23572,0,0,0,4,0,11.463,2
car,201,multi,True,True,50400,1575,25810,0,0,3,0,0,11.797,2
car,202,multi,True,True,12600,1575,13125,0,0,3,20,1,4.331,1
car,210,multi,True,True,12600,1575,13740,0,0,1,12,0,4.629,1
car,211,multi,True,True,12600,1575,12905,0,0,2,2,0,4.644,1
